date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:06:53	67/67	U--M--	200	updated ('OK')	text/plain	date:Sat,%2009%20May%202020%2020:06:51%20GMT	https://ripara.7uptheme.net/robots.txt		(from )
23:06:54	165742/165742	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2009%20May%202020%2020:06:51%20GMT	https://ripara.7uptheme.net/	ripara.7uptheme.net/index.html	(from )
23:06:55	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Sat,%2009%20May%202020%2020:06:54%20GMT	https://ripara.7uptheme.net/xmlrpc.php	ripara.7uptheme.net/xmlrpc.php	(from https://ripara.7uptheme.net/)
23:06:56	113121/113121	U-----	200	untouched ('')	image/jpeg	etag:%221b9e1-597c368340191%22	https://ripara.7uptheme.net/wp-content/uploads/2019/01/background-silder-home-1.jpg?id=2368	ripara.7uptheme.net/wp-content/uploads/2019/01/background-silder-home-12fae.jpg	(from https://ripara.7uptheme.net/)
23:06:57	79827/79827	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2009%20May%202020%2020:06:55%20GMT	https://ripara.7uptheme.net/404	ripara.7uptheme.net/404	(from https://ripara.7uptheme.net/)
23:06:58	25186/25186	U-----	200	untouched ('OK')	text/css	etag:%226262-597c3684af461%22	https://ripara.7uptheme.net/wp-content/plugins/7up-core/libs/assets/admin/css/admin.css	ripara.7uptheme.net/wp-content/plugins/7up-core/libs/assets/admin/css/admin.css	(from https://ripara.7uptheme.net/)
23:06:58	24282/24282	U-----	200	untouched ('')	application/rss+xml	etag:%22185816a31d086981e1fc549c6b28c4fa%22	https://ripara.7uptheme.net/feed/	ripara.7uptheme.net/feed/index.html	(from https://ripara.7uptheme.net/)
23:06:58	8710/8710	U-----	200	untouched ('')	application/rss+xml	etag:%2249296962d2b39a865ef3a0930e92ea24%22	https://ripara.7uptheme.net/comments/feed/	ripara.7uptheme.net/comments/feed/index.html	(from https://ripara.7uptheme.net/)
23:06:58	25242/25242	U-----	200	untouched ('OK')	text/css	etag:%22629a-597c364b51387%22	https://ripara.7uptheme.net/wp-includes/css/dist/block-library/style.min.css	ripara.7uptheme.net/wp-includes/css/dist/block-library/style.min.css	(from https://ripara.7uptheme.net/)
23:06:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20May%202020%2020:06:59%20GMT	https://ripara.7uptheme.net/shop	ripara.7uptheme.net/shop	(from https://ripara.7uptheme.net/)
23:07:00	1031/1031	U-----	200	untouched ('OK')	text/css	etag:%22407-597c364b59086%22	https://ripara.7uptheme.net/wp-includes/css/dist/block-library/theme.min.css	ripara.7uptheme.net/wp-includes/css/dist/block-library/theme.min.css	(from https://ripara.7uptheme.net/)
23:07:00	3572/3572	U-----	200	untouched ('OK')	text/css	etag:%22df4-597c3685fa516%22	https://ripara.7uptheme.net/wp-content/plugins/yith-woocommerce-wishlist/assets/css/jquery.selectBox.css	ripara.7uptheme.net/wp-content/plugins/yith-woocommerce-wishlist/assets/css/jquery.selectBox.css	(from https://ripara.7uptheme.net/)
23:07:00	31000/31000	U-----	200	untouched ('OK')	text/css	etag:%227918-597c3685fa516%22	https://ripara.7uptheme.net/wp-content/plugins/yith-woocommerce-wishlist/assets/css/font-awesome.min.css	ripara.7uptheme.net/wp-content/plugins/yith-woocommerce-wishlist/assets/css/font-awesome.min.css	(from https://ripara.7uptheme.net/)
23:07:00	15525/15525	U-----	200	untouched ('OK')	text/css	etag:%223ca5-597c3685fa516%22	https://ripara.7uptheme.net/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style.css	ripara.7uptheme.net/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style.css	(from https://ripara.7uptheme.net/)
23:07:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20May%202020%2020:07:01%20GMT	https://ripara.7uptheme.net/shop	ripara.7uptheme.net/shop	(from https://ripara.7uptheme.net/)
23:07:02	1685/1685	U-----	200	untouched ('OK')	text/css	etag:%22695-597c368491fa5%22	https://ripara.7uptheme.net/wp-content/plugins/contact-form-7/includes/css/styles.css	ripara.7uptheme.net/wp-content/plugins/contact-form-7/includes/css/styles.css	(from https://ripara.7uptheme.net/)
23:07:02	18495/18495	U-----	200	untouched ('OK')	text/css	etag:%22483f-597c368472ba9%22	https://ripara.7uptheme.net/wp-content/plugins/woo-notification/css/woo-notification.min.css	ripara.7uptheme.net/wp-content/plugins/woo-notification/css/woo-notification.min.css	(from https://ripara.7uptheme.net/)
23:07:02	16542/16542	U-----	200	untouched ('OK')	text/css	etag:%22409e-597c3688dc935%22	https://ripara.7uptheme.net/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css	ripara.7uptheme.net/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css	(from https://ripara.7uptheme.net/)
23:07:02	6758/6758	U-----	200	untouched ('OK')	text/css	etag:%221a66-597c3688d9a55%22	https://ripara.7uptheme.net/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css	ripara.7uptheme.net/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css	(from https://ripara.7uptheme.net/)
23:07:04	9152/9152	U-----	200	untouched ('OK')	text/css	etag:%2223c0-597c3688cee77%22	http://ripara.7uptheme.net/wp-content/plugins/woocommerce/assets/css/prettyPhoto.css	ripara.7uptheme.net/wp-content/plugins/woocommerce/assets/css/prettyPhoto.css	(from https://ripara.7uptheme.net/)
23:07:04	3812/3812	U-----	200	untouched ('OK')	text/css	etag:%22ee4-597c36878bac1%22	https://ripara.7uptheme.net/wp-content/plugins/yith-woocommerce-compare/assets/css/colorbox.css	ripara.7uptheme.net/wp-content/plugins/yith-woocommerce-compare/assets/css/colorbox.css	(from https://ripara.7uptheme.net/)
23:07:04	62392/62392	U-----	200	untouched ('OK')	text/css	etag:%22f3b8-597c3688d9a55%22	https://ripara.7uptheme.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css	ripara.7uptheme.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css	(from https://ripara.7uptheme.net/)
23:07:05	30611/30611	U-----	200	untouched ('OK')	text/css	etag:%227793-597c36854d78c%22	https://ripara.7uptheme.net/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css	ripara.7uptheme.net/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css	(from https://ripara.7uptheme.net/)
23:07:05	23358/23358	U-----	200	untouched ('OK')	text/css	etag:%225b3e-597c3656ac5aa%22	https://ripara.7uptheme.net/wp-content/themes/ripara/assets/css/lib/bootstrap-theme.min.css	ripara.7uptheme.net/wp-content/themes/ripara/assets/css/lib/bootstrap-theme.min.css	(from https://ripara.7uptheme.net/)
